text,weather_intent,action,aggregation,location,time
Check the minimum temprature in Bilarua by 10:30 pm,TEMPERATURE_MIN,GET,RAW,"[""Bilarua""]","[""10:30 pm""]"
Pls tell me ruiny in Mungaha,RAIN,GET,RAW,"[""Mungaha""]",[]
"early morning, alert me abbout the sunshine hours in mogolpatna",SUNSHINE,ALERT,RAW,"[""mogolpatna""]","[""early morning""]"
"let me know if tere is a dewpoint temperatre alert in odisha, india rn",DEW_POINT,ALERT,RAW,"[""odisha, india""]","[""rn""]"
How does the minimum temprature in my farm compare with Gujarat this afternoon urgent,TEMPERATURE_MIN,COMPARE,RAW,"[""my farm"", ""Gujarat""]","[""this afternoon""]"
Cumulative dew levl for Imaliya Swaroop tomorrow evening,DEW_POINT,GET,SUM,"[""Imaliya Swaroop""]","[""tomorrow evening""]"
can i sow in mankapur this morning??,SOIL_TEMPERATURE,GET,RAW,"[""mankapur""]","[""this morning""]"
we are heading to bhaliadiha early morning - what is the sunlihgt hours looking like?,SUNSHINE,GET,RAW,"[""bhaliadiha""]","[""early morning""]"
"Which has higher due point, Chakrehee or Hatale tomorow?",DEW_POINT,COMPARE,RAW,"[""Chakrehee"", ""Hatale""]","[""tomorow""]"
"Which has clearer skiies today, Dayara Timbi or Sandongri?",CLOUD_COVER,COMPARE,RAW,"[""Dayara Timbi"", ""Sandongri""]","[""today""]"
"campare the cloud density in tilikara, bagankheda and river from 6:30 pm to 10 pm",CLOUD_COVER,COMPARE,RAW,"[""tilikara"", ""bagankheda"", ""river""]","[""6:30 pm to 10 pm""]"
what's the overnight low in this area 2nite..,TEMPERATURE_MIN,GET,RAW,"[""this area""]","[""2nite""]"
"reminder for hawa ki raftar jummahal pt ii, assam",WIND_SPEED,ALERT,RAW,"[""jummahal pt ii, assam""]",[]
Gulalwali Najibabad and Bausi due point later today,DEW_POINT,COMPARE,RAW,"[""Gulalwali Najibabad"", ""Bausi""]","[""later today""]"
how does the humidity lvel in my feild compare with bakaina this afternoon?,HUMIDITY,COMPARE,RAW,"[""my feild"", ""bakaina""]","[""this afternoon""]"
Whats the prediction looking like this evening..,FORECAST,GET,RAW,[],"[""this evening""]"
put cloud aoout in our village against singadevanahalli early morning,CLOUD_COVER,COMPARE,RAW,"[""our village"", ""singadevanahalli""]","[""early morning""]"
"contrast the tempature naerby with budhel, gujarat",TEMPERATURE,COMPARE,RAW,"[""naerby"", ""budhel, gujarat""]",[]
Notify me about the wind seed tommorow,WIND_SPEED,ALERT,RAW,[],"[""tommorow""]"
"how does the wnd speed in my village cmopare with powa, campiegranj next week?",WIND_SPEED,COMPARE,RAW,"[""my village"", ""powa, campiegranj""]","[""next week""]"
want alert for wind bearing in poshina,WIND_DIRECTION,ALERT,RAW,"[""poshina""]",[]
Pls tell me the wind strength in Purawas Khurd tomorrow evening,WIND_SPEED,GET,RAW,"[""Purawas Khurd""]","[""tomorrow evening""]"
do you have the os bindu data for merakamudidam vizianagaram around 4:15 pm?,DEW_POINT,GET,RAW,"[""merakamudidam vizianagaram""]","[""4:15 pm""]"
how does the mositure in the air in my village compare with tamil nadu tonight?,HUMIDITY,COMPARE,RAW,"[""my village"", ""tamil nadu""]","[""tonight""]"
Flag the upciming weather for Ghatchora from 1 AM to 8 AM??,FORECAST,ALERT,RAW,"[""Ghatchora""]","[""1 AM to 8 AM""]"
Peak maximum temprature in Naranda by 12 pm kindly,TEMPERATURE_MAX,GET,MAX,"[""Naranda""]","[""12 pm""]"
"diffreence in cloudness between chirakuta pt.ii, dhubri and belsauna tomorrow night",CLOUD_COVER,COMPARE,RAW,"[""chirakuta pt.ii, dhubri"", ""belsauna""]","[""tomorrow night""]"
I want to know if the waether now in Nabha is fine in the next 2 hours,CURRENT_CONDITIONS,GET,RAW,"[""Nabha""]","[""next 2 hours""]"
what will the highset temp be in manegaon around 1 am?,TEMPERATURE_MAX,GET,RAW,"[""manegaon""]","[""1 am""]"
Watch the extened forecast for me in Indloor yesterday,FORECAST,ALERT,RAW,"[""Indloor""]","[""yesterday""]"
What's the max temp at my location tomorrow morning asap,TEMPERATURE_MAX,GET,RAW,"[""my location""]","[""tomorrow morning""]"
Erath temperature details for Bhikhnadih Hazaribagh Jharkhand now,SOIL_TEMPERATURE,GET,RAW,"[""Bhikhnadih Hazaribagh Jharkhand""]","[""now""]"
Wind bearing detaisl tomorow..,WIND_DIRECTION,GET,RAW,[],"[""tomorow""]"
Need max temp for Saroornagar aruund 11 AM,TEMPERATURE_MAX,GET,RAW,"[""Saroornagar""]","[""11 AM""]"
put a reminder for sunny hours in barkhedi next month,SUNSHINE,ALERT,RAW,"[""barkhedi""]","[""next month""]"
"In Chengalpattu, what the direction wind by 1 pm",WIND_DIRECTION,GET,RAW,"[""Chengalpattu""]","[""1 pm""]"
Will be brght in Pathagram,SUNSHINE,GET,RAW,"[""Pathagram""]",[]
tel me the humedity percent for sheorajpur from 10 am to 11 am,HUMIDITY,GET,RAW,"[""sheorajpur""]","[""10 am to 11 am""]"
Can you check whether Adusumalle will be cooler than Khamawada Khanpur Jhalawar Rajasthan dewpoit by midnight?,DEW_POINT,COMPARE,RAW,"[""Adusumalle"", ""Khamawada Khanpur Jhalawar Rajasthan""]","[""midnight""]"
is there a severe weather forecast for bakud this week?,FORECAST,ALERT,RAW,"[""bakud""]","[""this week""]"
put the earth temprature in my vilage against ranhot sirmaur rn,SOIL_TEMPERATURE,COMPARE,RAW,"[""my vilage"", ""ranhot sirmaur""]","[""rn""]"
Assam Teki Pattti air moisture 2day,HUMIDITY,COMPARE,RAW,"[""Assam"", ""Teki Pattti""]","[""2day""]"
"Could you let know the lowest temperature today in Mamsha Patti, Burhanpur for the next 7 days?",TEMPERATURE_MIN,GET,RAW,"[""Mamsha Patti, Burhanpur""]","[""next 7 days""]"
Send alort hawa ki raftar in Turkkey,WIND_SPEED,ALERT,RAW,"[""Turkkey""]",[]
Wath the humidty for me in Hakimganj day after tomorow sir,HUMIDITY,ALERT,RAW,"[""Hakimganj""]","[""day after tomorow""]"
Sum of soil moisture 10cm in Mampur on Saturday,SOIL_MOISTURE,GET,SUM,"[""Mampur""]","[""Saturday""]"
Let me know if theere is a wind comes from alert in Maurabandhi next month,WIND_DIRECTION,ALERT,RAW,"[""Maurabandhi""]","[""next month""]"
"Is there any mnimum warning for Awadah Khas, Lalganj by 11 am?",TEMPERATURE_MIN,ALERT,RAW,"[""Awadah Khas, Lalganj""]","[""11 am""]"
Give rain Timor-Leste tommorow,RAIN,GET,RAW,"[""Timor-Leste""]","[""tommorow""]"
How does the weather conditions at my location compare with Alinjikuppam?,CURRENT_CONDITIONS,COMPARE,RAW,"[""my location"", ""Alinjikuppam""]",[]
is chinchali belagavi karnataka or kanisail pt ii the safer bet for weather stauts tmrw?,CURRENT_CONDITIONS,COMPARE,RAW,"[""chinchali belagavi karnataka"", ""kanisail pt ii""]","[""tmrw""]"
Warrn me about overngiht low in Navapur this weekend,TEMPERATURE_MIN,ALERT,RAW,"[""Navapur""]","[""this weekend""]"
"between sahajpuri and panposh, where is the ground moisture stroner early morning?",SOIL_MOISTURE,COMPARE,RAW,"[""sahajpuri"", ""panposh""]","[""early morning""]"
"Which is better for overnight low, Udham Singh Nagar or Akkarapakkam?",TEMPERATURE_MIN,COMPARE,RAW,"[""Udham Singh Nagar"", ""Akkarapakkam""]",[]
Charadih vs Neora Jalpaiguri huididty tomorrow night,HUMIDITY,COMPARE,RAW,"[""Charadih"", ""Neora Jalpaiguri""]","[""tomorrow night""]"
how is the soil mositure at 10 m aruond 10 pm?,SOIL_MOISTURE,GET,RAW,[],"[""10 pm""]"
Stroonng wind in Hengerajhar on Wednesday,WIND_SPEED,GET,RAW,"[""Hengerajhar""]","[""Wednesday""]"
tel me dew point temperature,DEW_POINT,GET,RAW,[],[]
updae me on the soil moisture at 40 m in north carolina on wednesday,SOIL_MOISTURE,GET,RAW,"[""north carolina""]","[""wednesday""]"
"pls tell me the soil waetr content in odisha, idia 2nite",SOIL_MOISTURE,GET,RAW,"[""odisha, idia""]","[""2nite""]"
give me a heads up aobut the soil heat in abhirampur for the next 3 days,SOIL_TEMPERATURE,ALERT,RAW,"[""abhirampur""]","[""next 3 days""]"
Put a reminder for drection wind in Gurrampalli tomorow,WIND_DIRECTION,ALERT,RAW,"[""Gurrampalli""]","[""tomorow""]"
Kuraljoria during the sowing week which way the wind blows,WIND_DIRECTION,GET,RAW,"[""Kuraljoria""]","[""sowing week""]"
"compare what temperature chewarpurab, lalganj chatarala this morning",TEMPERATURE,COMPARE,RAW,"[""chewarpurab, lalganj"", ""chatarala""]","[""this morning""]"
kindly raise an alarm if the temperature of soil looks bad in samaria last week,SOIL_TEMPERATURE,ALERT,RAW,"[""samaria""]","[""last week""]"
How much cloud covor?,CLOUD_COVER,GET,RAW,[],[]
Rian here pls,RAIN,GET,RAW,"[""here""]",[]
"compare wind bearing near me with sabesar, uttarpradesh this afternoon",WIND_DIRECTION,COMPARE,RAW,"[""near me"", ""sabesar, uttarpradesh""]","[""this afternoon""]"
Can you check whether Badadunguripali will be cooler than Punch for daytime high around 11 PM,TEMPERATURE_MAX,COMPARE,RAW,"[""Badadunguripali"", ""Punch""]","[""11 PM""]"
sir Update me on the how hot it is by 1 am,TEMPERATURE,GET,RAW,[],"[""1 am""]"
contrast the gust dindigul east with sheopur this afternoon,WIND_SPEED,COMPARE,RAW,"[""dindigul east"", ""sheopur""]","[""this afternoon""]"
notify me about weather conditions around here at 3 am,CURRENT_CONDITIONS,ALERT,RAW,"[""here""]","[""3 am""]"
"could you let me know the soil moisture 40cm in ichcheri, villupuram, tamil nadu at 1:09 am?",SOIL_MOISTURE,GET,RAW,"[""ichcheri, villupuram, tamil nadu""]","[""1:09 am""]"
"Warrn me about solar radiation in Taeya Lachhiram, Kushinagar, Uttarpradesh in 30 minutes",SUNSHINE,ALERT,RAW,"[""Taeya Lachhiram, Kushinagar, Uttarpradesh""]","[""30 minutes""]"
"Betul, Madhya Pradesh weathr update nxt week vs 3 pm",CURRENT_CONDITIONS,COMPARE,RAW,"[""Betul, Madhya Pradesh""]","[""nxt week"", ""3 pm""]"
Give me a heads up about the max tempreture in Laura,TEMPERATURE_MAX,ALERT,RAW,"[""Laura""]",[]
Reminder for rain forecast Khupbura tonight,RAIN,ALERT,RAW,"[""Khupbura""]","[""tonight""]"
Set an alarrt for wnd speed in Tipamia Dighalia,WIND_SPEED,ALERT,RAW,"[""Tipamia Dighalia""]",[]
ping me abot the forecast in kurod,FORECAST,ALERT,RAW,"[""kurod""]",[]
How much hawa ki raftar at my place 2day?,WIND_SPEED,GET,RAW,"[""my place""]","[""2day""]"
Tell me when probability of rain changes Shendri Bk. by 8:30 AM,RAIN,ALERT,RAW,"[""Shendri Bk.""]","[""8:30 AM""]"
how does the dewpoint in piprahia uttarpradesh coompare with khamawada khanpur jhalawar rajasthan tomorrow morning?,DEW_POINT,COMPARE,RAW,"[""piprahia uttarpradesh"", ""khamawada khanpur jhalawar rajasthan""]","[""tomorrow morning""]"
Show me the fees like temperature in Mnaipur nxt week,TEMPERATURE,GET,RAW,"[""Mnaipur""]","[""nxt week""]"
Babhanaul versus East Khasi Hills chance of rain for the next 7 days,RAIN,COMPARE,RAW,"[""Babhanaul"", ""East Khasi Hills""]","[""next 7 days""]"
Warn me about the os bindu in Gospurnatara this afternoon,DEW_POINT,ALERT,RAW,"[""Gospurnatara""]","[""this afternoon""]"
Toatl weather conditins in San Pedro,CURRENT_CONDITIONS,GET,SUM,"[""San Pedro""]",[]
how is the rainffal in baruttar hingli day after tomorrow?,RAIN,GET,RAW,"[""baruttar hingli""]","[""day after tomorrow""]"
What is the highest temperature in Delhi on Friday?,TEMPERATURE_MAX,GET,RAW,"[""Delhi""]","[""Friday""]"
i want to know if the weahter now in ambheta is fine later today,CURRENT_CONDITIONS,GET,RAW,"[""ambheta""]","[""later today""]"
tell me if anything happens with the badal in hiwara today,CLOUD_COVER,ALERT,RAW,"[""hiwara""]","[""today""]"
next weekend dewpoint temperature figures for goudia bahali,DEW_POINT,GET,RAW,"[""goudia bahali""]","[""next weekend""]"
"in jhanjdapal koliana, what is the relative moistuure from 9 am to 11 am asap",HUMIDITY,GET,RAW,"[""jhanjdapal koliana""]","[""9 am to 11 am""]"
Waakest mausam in Red Wana on Tuesday,CURRENT_CONDITIONS,GET,MIN,"[""Red Wana""]","[""Tuesday""]"
Notify me about the weather situation in my field,CURRENT_CONDITIONS,ALERT,RAW,"[""my field""]",[]
"Hallaornagara, Uttarpradesh vs Adusumalle moisture in field",SOIL_MOISTURE,COMPARE,RAW,"[""Hallaornagara, Uttarpradesh"", ""Adusumalle""]",[]
set an alert for long range forecaast near me by 1:48 pm,FORECAST,ALERT,RAW,"[""near me""]","[""1:48 pm""]"
can you keep an eye on the cloud densiyt in gospurnatara unnao uttarpradesh day after tomorow?!,CLOUD_COVER,ALERT,RAW,"[""gospurnatara unnao uttarpradesh""]","[""day after tomorow""]"
"Contrast the soil temperatue in Jhujnhunun, Rajasthan with Madurai South this afternoon sir",SOIL_TEMPERATURE,COMPARE,RAW,"[""Jhujnhunun, Rajasthan"", ""Madurai South""]","[""this afternoon""]"
"2day, compare the hawa ki desha in thailand and perur",WIND_DIRECTION,COMPARE,RAW,"[""thailand"", ""perur""]","[""2day""]"
"Whicch one should i pick for hours of sunlight next month, Murkudoh, Gondia or Chakrehee, Banda, Uttarpradesh?",SUNSHINE,COMPARE,RAW,"[""Murkudoh, Gondia"", ""Chakrehee, Banda, Uttarpradesh""]","[""next month""]"
"Watch the hottest temperature for me in Iowa, United States on Friday",TEMPERATURE_MAX,ALERT,RAW,"[""Iowa, United States""]","[""Friday""]"
Let me know if the humidiiy leel changes in Bhuteshwar on Sunday,HUMIDITY,ALERT,RAW,"[""Bhuteshwar""]","[""Sunday""]"
"For Burhanpur, Madhya Pradesh and Kotputli both, what is the how clouyd tonight?!",CLOUD_COVER,COMPARE,RAW,"[""Burhanpur, Madhya Pradesh"", ""Kotputli""]","[""tonight""]"
give me the humid for adampur tomorrow,HUMIDITY,GET,RAW,"[""adampur""]","[""tomorrow""]"
"urgent Between Poshina and Mamdipalle, Kottur, which one looks better for direction wind on Saturday",WIND_DIRECTION,COMPARE,RAW,"[""Poshina"", ""Mamdipalle, Kottur""]","[""Saturday""]"
urgent Compare the solar expsoure in my village with Sankar Saariya today,SUNSHINE,COMPARE,RAW,"[""my village"", ""Sankar Saariya""]","[""today""]"
tell me when grond heat changes deopaad tonight,SOIL_TEMPERATURE,ALERT,RAW,"[""deopaad""]","[""tonight""]"
sir compair the wind direccton btween madhaiganj and khamani by 12 am,WIND_DIRECTION,COMPARE,RAW,"[""madhaiganj"", ""khamani""]","[""12 am""]"
Is there any hawa ki rafatr warning from 7 am to 9:30 pm?,WIND_SPEED,ALERT,RAW,[],"[""7 am to 9:30 pm""]"
What kind of wind directon should i expect in North Carrolina this weekend?,WIND_DIRECTION,GET,RAW,"[""North Carrolina""]","[""this weekend""]"
pls Notify me about the directiion wind from 7 am to 9:30 pm,WIND_DIRECTION,ALERT,RAW,[],"[""7 am to 9:30 pm""]"
ping me about the sunlight hours in wara pohwiudian at 2 pm,SUNSHINE,ALERT,RAW,"[""wara pohwiudian""]","[""2 pm""]"
Minimum wind bearing in Dehgam on Tuesday,WIND_DIRECTION,GET,MIN,"[""Dehgam""]","[""Tuesday""]"
How does the outside condetions here compare with Sijaipur Nadia by 8:30 AM?,CURRENT_CONDITIONS,COMPARE,RAW,"[""here"", ""Sijaipur Nadia""]","[""8:30 AM""]"
"Highest temp in Ayanavaram and Fazalnagar, Jasrana, Firozabad next month, which is bteter?",TEMPERATURE_MAX,COMPARE,RAW,"[""Ayanavaram"", ""Fazalnagar, Jasrana, Firozabad""]","[""next month""]"
ntify me about the field moisture in my plot later today,SOIL_MOISTURE,ALERT,RAW,"[""my plot""]","[""later today""]"
Which direction is the wind coming from in Sydney?,WIND_DIRECTION,GET,RAW,"[""Sydney""]",[]
"what is the forecast tomorow in piapria ehatmali, mirganj, bareilly?",FORECAST,GET,RAW,"[""piapria ehatmali, mirganj, bareilly""]","[""tomorow""]"
What is the maximum muasam in Sembianlalur by 10 PM,CURRENT_CONDITIONS,GET,MAX,"[""Sembianlalur""]","[""10 PM""]"
"Can you tell me the hawa ki rftar in Tarya Lachhiram, Kushinagar, Uttarpradesh next weekend",WIND_SPEED,GET,RAW,"[""Tarya Lachhiram, Kushinagar, Uttarpradesh""]","[""next weekend""]"
I am deciding between Khonkar and Bari - which has better how is the weather,CURRENT_CONDITIONS,COMPARE,RAW,"[""Khonkar"", ""Bari""]",[]
"wihch has higher earth temperature, utar phulbari or tokrapara gaon pt.ii this weekend?",SOIL_TEMPERATURE,COMPARE,RAW,"[""utar phulbari"", ""tokrapara gaon pt.ii""]","[""this weekend""]"
What's the lowest temperature in Kamtha nxt week,TEMPERATURE_MIN,GET,RAW,"[""Kamtha""]","[""nxt week""]"
"Quick question, what is the lowest temperature today around Nao Para Hugli tonight?",TEMPERATURE_MIN,GET,RAW,"[""Nao Para Hugli""]","[""tonight""]"
"compare wind blows from in kuwait, mangalvedhe and govana, jamnagar, gujarat for the next 7 days",WIND_DIRECTION,COMPARE,RAW,"[""kuwait"", ""mangalvedhe"", ""govana, jamnagar, gujarat""]","[""next 7 days""]"
"On Tuesday, what is the soil temp",SOIL_TEMPERATURE,GET,RAW,[],"[""Tuesday""]"
What's sunny hurs,SUNSHINE,GET,RAW,[],[]
"thinking of visiting kathgariya at 1:09 am, how is the min temperature there?",TEMPERATURE_MIN,GET,RAW,"[""kathgariya""]","[""1:09 am""]"
cloudiness alert ghichna theog next weekend,CLOUD_COVER,ALERT,RAW,"[""ghichna theog""]","[""next weekend""]"
"is thee any soil heat level warning for gumdi, makri tomorow",SOIL_TEMPERATURE,ALERT,RAW,"[""gumdi, makri""]","[""tomorow""]"
Lowest maximum Doddahjejaji,TEMPERATURE_MAX,GET,MIN,"[""Doddahjejaji""]",[]
Let me know if the soil moisur changes in Chak Murarpura this afternoon,SOIL_MOISTURE,ALERT,RAW,"[""Chak Murarpura""]","[""this afternoon""]"
I am deciding between Budhakhamana and Jangal Thanal - which has better porbability of rain?,RAIN,COMPARE,RAW,"[""Budhakhamana"", ""Jangal Thanal""]",[]
Send alert outisde weather Yaval from 7:02 AM to 10 PM,CURRENT_CONDITIONS,ALERT,RAW,"[""Yaval""]","[""7:02 AM to 10 PM""]"
"which has higher dew pont, beerakanahalli or bagbahra, chhatisgarh?",DEW_POINT,COMPARE,RAW,"[""beerakanahalli"", ""bagbahra, chhatisgarh""]",[]
Miimum soil moisure in Bhokraha by 1:48 PM,SOIL_MOISTURE,GET,MIN,"[""Bhokraha""]","[""1:48 PM""]"
"Eath temperature Ramuapur or Meghalaya, Inndia",SOIL_TEMPERATURE,COMPARE,RAW,"[""Ramuapur"", ""Meghalaya, Inndia""]",[]
Any warinngs about raining in Gujarat on Monday?,RAIN,ALERT,RAW,"[""Gujarat""]","[""Monday""]"
"Check the downpour in Angara Kalan, Chatra, Jharkhand last week..",RAIN,GET,RAW,"[""Angara Kalan, Chatra, Jharkhand""]","[""last week""]"
How claudy fiugres in my village,CLOUD_COVER,GET,RAW,"[""my village""]",[]
"temerature of soil in supa, raigarh tomorrow evening",SOIL_TEMPERATURE,GET,RAW,"[""supa, raigarh""]","[""tomorrow evening""]"
show me the tempretuure in rempi gajpaati on wednesday,TEMPERATURE,GET,RAW,"[""rempi gajpaati""]","[""wednesday""]"
"Check nami Sundarpur, Dhaulpur, Rajsathan this morning..",HUMIDITY,GET,RAW,"[""Sundarpur, Dhaulpur, Rajsathan""]","[""this morning""]"
"Which is bettr for high temp, Motlapalle or Madani?",TEMPERATURE_MAX,COMPARE,RAW,"[""Motlapalle"", ""Madani""]",[]
Flag the niht low from 2 am to 7 AM,TEMPERATURE_MIN,ALERT,RAW,[],"[""2 am to 7 AM""]"
Is the soil warm enough for planting in Jangal Tanal by 4:45 AM?,SOIL_TEMPERATURE,GET,RAW,"[""Jangal Tanal""]","[""4:45 AM""]"
Sun duraatoin Gourdih or Katral,SUNSHINE,COMPARE,RAW,"[""Gourdih"", ""Katral""]",[]
"I am deciding between Mundla Chawal, Raisen Pogalur, Vellooe nxt week - whcih has better climate right now?",CURRENT_CONDITIONS,COMPARE,RAW,"[""Mundla Chawal, Raisen"", ""Pogalur, Vellooe""]","[""nxt week""]"
"i might be driving through powa, campierganj, any chance of wind strength?",WIND_SPEED,GET,RAW,"[""powa, campierganj""]",[]
"remminder for currnet conditions bamari, teonthar",CURRENT_CONDITIONS,ALERT,RAW,"[""bamari, teonthar""]",[]
Comppare the soil moisure at my place with Thanetar tonight,SOIL_MOISTURE,COMPARE,RAW,"[""my place"", ""Thanetar""]","[""tonight""]"
"whats the low temp like over alaur, ballari by 9:45 pm?",TEMPERATURE_MIN,GET,RAW,"[""alaur, ballari""]","[""9:45 pm""]"
Wath the upcoming forecast for me in Tendumuda from 5:16 AM to 9 pm??,FORECAST,ALERT,RAW,"[""Tendumuda""]","[""5:16 AM to 9 pm""]"
Is Tilgul winir than Bijaynagar nxt week,WIND_SPEED,COMPARE,RAW,"[""Tilgul"", ""Bijaynagar""]","[""nxt week""]"
is there any sky cover warnign this weekend?,CLOUD_COVER,ALERT,RAW,[],"[""this weekend""]"
"Is the sky cnodition higher Tiruvengadam, Tenkasi or in Auranga Bad nxt week?",CLOUD_COVER,COMPARE,RAW,"[""Tiruvengadam, Tenkasi"", ""Auranga Bad""]","[""nxt week""]"
What will the high temp be in Purawas Khurd day after tomorow?,TEMPERATURE_MAX,GET,RAW,"[""Purawas Khurd""]","[""day after tomorow""]"
